time,seconds_elapsed,yaw,pitch,qy,qz,roll,qx,qw
1759864123076676600,-0.415323486328125,1.3932180404663086,-0.6007927060127258,-0.16020099818706512,-0.6032530069351196,0.08054861426353455,0.2514539957046509,0.7397239804267883
1759864123106858500,-0.3851416015625,1.3920456171035767,-0.609019935131073,-0.1614910066127777,-0.601527988910675,0.08356882631778717,0.2554360032081604,0.7394829988479614
1759864123137070800,-0.35492919921875,1.386134386062622,-0.6341193914413452,-0.16669799387454987,-0.5958629846572876,0.08840790390968323,0.26643601059913635,0.7390329837799072
1759864123147141600,-0.3448583984375,1.3765431642532349,-0.6491972208023071,-0.17040300369262695,-0.5906929969787598,0.08742643147706985,0.2723959982395172,0.7401639819145203
1759864123197465000,-0.294534912109375,1.2696715593338013,-0.7444585561752319,-0.18483300507068634,-0.539995014667511,0.08181559294462204,0.31518200039863586,0.7582219839096069
1759864123247849700,-0.244150390625,1.024045467376709,-0.7022217512130737,-0.1724579930305481,-0.46149200201034546,-0.009647304192185402,0.29761001467704773,0.8177469968795776
1759864123278062000,-0.21393798828125,0.9209089875221252,-0.5828905701637268,-0.16733400523662567,-0.4370959997177124,-0.09277913719415665,0.2373970001935959,0.8512269854545593
1759864123288102400,-0.203897705078125,0.8918739557266235,-0.5233817100524902,-0.16467100381851196,-0.4301140010356903,-0.12238449603319168,0.20749899744987488,0.8630340099334717
1759864123328477200,-0.163522705078125,0.8386302590370178,-0.19629979133605957,-0.14621299505233765,-0.4128760099411011,-0.23507386445999146,0.04137200117111206,0.8980209827423096
1759864123378861600,-0.113138427734375,0.9477126002311707,0.3128717541694641,-0.1099419966340065,-0.4129279851913452,-0.4114226698875427,-0.2277809977531433,0.8749380111694336
1759864123399003100,-0.092996826171875,1.0622867345809937,0.5052229762077332,-0.0984869971871376,-0.41607698798179626,-0.5347819924354553,-0.33742499351501465,0.8386440277099609
1759864123409074000,-0.082926025390625,1.1429952383041382,0.5924299359321594,-0.09319700300693512,-0.4186669886112213,-0.6154594421386719,-0.39068201184272766,0.8144930005073547
1759864123429185000,-0.06281494140625,1.313589096069336,0.7187556028366089,-0.0795229971408844,-0.4250609874725342,-0.7703025341033936,-0.4728600084781647,0.7677249908447266
1759864123439286300,-0.052713623046875,1.4143328666687012,0.7697535753250122,-0.07152900099754333,-0.4286859929561615,-0.8587071895599365,-0.5101770162582397,0.7421789765357971
1759864123449387800,-0.0426123046875,1.5179322957992554,0.8060423731803894,-0.06528600305318832,-0.43275898694992065,-0.9502002596855164,-0.5426120162010193,0.7169569730758667
1759864123469559800,-0.022440185546875,1.6895405054092407,0.8347258567810059,-0.06266599893569946,-0.4387820065021515,-1.111440658569336,-0.5892689824104309,0.6755030155181885
1759864123499833300,0.007833251953125,1.8772456645965576,0.8395760655403137,-0.06392200291156769,-0.4416170120239258,-1.2972047328948975,-0.6369460225105286,0.6286389827728271
1759864123530106600,0.038106689453125,1.9671576023101807,0.8316507935523987,-0.06953100115060806,-0.4380379915237427,-1.4007329940795898,-0.6619359850883484,0.6042569875717163
1759864125193290200,1.701290283203125,3.0846340656280518,0.7880433201789856,0.16528700292110443,-0.4431360065937042,-2.116431474685669,-0.8097370266914368,0.34732601046562195
1759864125203361000,1.711361083984375,3.114467144012451,0.8023086786270142,0.17709699273109436,-0.43868499994277954,-2.1366288661956787,-0.8092899918556213,0.34819599986076355
1759864125213431800,1.721431884765625,3.1263816356658936,0.8143995404243469,0.1818690001964569,-0.4332689940929413,-2.152226448059082,-0.809561014175415,0.35186800360679626
1759864125223502600,1.731502685546875,3.127819061279297,0.8135948181152344,0.18314999341964722,-0.43561801314353943,-2.147237539291382,-0.8084849715232849,0.35077598690986633
1759864125253715200,1.761715087890625,3.12914776802063,0.7898251414299011,0.17812299728393555,-0.4373599886894226,-2.149113178253174,-0.8128169775009155,0.34104999899864197
1759864125263786000,1.771785888671875,3.1113874912261963,0.7936239838600159,0.1718509942293167,-0.4341979920864105,-2.148484945297241,-0.8135989904403687,0.34640198945999146
1759864125283927600,1.791927490234375,3.100586414337158,0.8071426749229431,0.17305399477481842,-0.4368849992752075,-2.1338517665863037,-0.8090860247612,0.35293200612068176
1759864125294028800,1.80202880859375,3.089156150817871,0.8171209692955017,0.17336300015449524,-0.4398280084133148,-2.1189212799072266,-0.8051339983940125,0.3581260144710541
1759864125304130000,1.812130126953125,3.0838069915771484,0.8231886625289917,0.17435500025749207,-0.44210898876190186,-2.109208345413208,-0.8024420142173767,0.3608669936656952
1759864125354453800,1.862453857421875,3.1245195865631104,0.8027787804603577,0.17988300323486328,-0.4371519982814789,-2.144618034362793,-0.8100630044937134,0.3468970060348511
1759864125374525700,1.882525634765625,-3.1253342628479004,0.7919574975967407,0.18476900458335876,-0.4288339912891388,-2.18153977394104,-0.8168720006942749,0.33864501118659973
1759864125384596500,1.892596435546875,-3.107544422149658,0.7886666059494019,0.188959002494812,-0.4262849986553192,-2.1957666873931885,-0.818822979927063,0.3348180055618286
1759864125424910300,1.932910400390625,-3.125737190246582,0.80703204870224,0.18342599272727966,-0.41715800762176514,-2.206758975982666,-0.8196070194244385,0.34724101424217224
1759864125434981000,1.942981201171875,-3.132850170135498,0.8151601552963257,0.18309800326824188,-0.4173330068588257,-2.2015769481658936,-0.8177369832992554,0.3515860140323639
1759864125445021400,1.953021484375,-3.137221097946167,0.8226293325424194,0.18317599594593048,-0.4166249930858612,-2.1997933387756348,-0.8164349794387817,0.3553900122642517
1759864125455092200,1.96309228515625,-3.1343512535095215,0.8300382494926453,0.18590199947357178,-0.4165169894695282,-2.199680805206299,-0.8148170113563538,0.3578070104122162
1759864125465163000,1.9731630859375,-3.132112979888916,0.8369988799095154,0.18825699388980865,-0.41630300879478455,-2.1996517181396484,-0.8133400082588196,0.36017701029777527
1759864125525618200,2.0336181640625,-3.134296178817749,0.8782283663749695,0.2003059983253479,-0.4216020107269287,-2.175950288772583,-0.8009359836578369,0.37500500679016113
1759864125545790500,2.05379052734375,-3.118447780609131,0.9131938219070435,0.21319299936294556,-0.4197860062122345,-2.179535388946533,-0.793287992477417,0.38603198528289795
1759864125555861200,2.063861328125,-3.107250452041626,0.9369725584983826,0.22212499380111694,-0.418953001499176,-2.1813037395477295,-0.7876660227775574,0.3933449983596802
1759864125565932000,2.07393212890625,-3.099332571029663,0.9581846594810486,0.22930200397968292,-0.41804400086402893,-2.1823389530181885,-0.78261399269104,0.40021800994873047
1759864125586104000,2.09410400390625,-3.0966501235961914,0.9922953248023987,0.23777900636196136,-0.4163860082626343,-2.179258346557617,-0.774420976638794,0.41273900866508484
1759864125606276400,2.1142763671875,-3.106452465057373,1.0165096521377563,0.2407429963350296,-0.41535499691963196,-2.1700899600982666,-0.7684299945831299,0.42312800884246826
1759864125616347100,2.12434716796875,-3.1157467365264893,1.0174219608306885,0.23848499357700348,-0.41533198952674866,-2.1647632122039795,-0.7682380080223083,0.4247739911079407
1759864125636458200,2.144458251953125,-3.12500262260437,1.0005857944488525,0.2326669991016388,-0.41736501455307007,-2.1591997146606445,-0.7717970013618469,0.4195230007171631
1759864125646529000,2.154529052734375,-3.1220266819000244,0.9891295433044434,0.23098699748516083,-0.41834399104118347,-2.161503314971924,-0.774366021156311,0.4147160053253174
1759864125656599800,2.164599853515625,-3.113597869873047,0.980024516582489,0.23133499920368195,-0.41905900835990906,-2.1666386127471924,-0.7763890027999878,0.40999099612236023
1759864125666701000,2.174701171875,-3.0966203212738037,0.9761465787887573,0.23598100244998932,-0.4207090139389038,-2.1723265647888184,-0.7764189839363098,0.40557101368904114
1759864125686873000,2.194873046875,-3.0899834632873535,0.9734413623809814,0.23620499670505524,-0.4188379943370819,-2.181291341781616,-0.7780920267105103,0.4041700065135956
1759864125727156500,2.235156494140625,-3.0828239917755127,0.9645447731018066,0.2353370040655136,-0.4174500107765198,-2.190739154815674,-0.781112015247345,0.40026700496673584
1759864125737257700,2.2452578125,-3.08335542678833,0.9606930613517761,0.23401300609111786,-0.4170050024986267,-2.1925368309020996,-0.7823650240898132,0.399058997631073
1759864125747328500,2.25532861328125,-3.082796812057495,0.9568272233009338,0.2332949936389923,-0.4171299934387207,-2.1934244632720947,-0.78329998254776,0.39750999212265015
1759864125757399300,2.2653994140625,-3.0809738636016846,0.9517966508865356,0.23293599486351013,-0.4177919924259186,-2.193852424621582,-0.7842350006103516,0.3951759934425354
1759864125767470000,2.275469970703125,-3.077575445175171,0.9461343884468079,0.2330469936132431,-0.4187619984149933,-2.1944103240966797,-0.7851420044898987,0.3922719955444336
1759864125827864300,2.3358642578125,-3.0776801109313965,0.9235557317733765,0.23002399504184723,-0.4237990081310272,-2.1867430210113525,-0.7882069945335388,0.3823759853839874
1759864125837965800,2.3459658203125,-3.0858142375946045,0.9173710942268372,0.22757700085639954,-0.42694398760795593,-2.1762499809265137,-0.7881619930267334,0.3804300129413605
1759864125858137900,2.366137939453125,-3.096463203430176,0.9066954851150513,0.22336499392986298,-0.4304350018501282,-2.1647908687591553,-0.7890409827232361,0.37715598940849304
1759864125868208600,2.376208740234375,-3.0976877212524414,0.9060341715812683,0.2233850061893463,-0.4316050112247467,-2.1613967418670654,-0.7885770201683044,0.3767769932746887
1759864125898451500,2.406451416015625,-3.027259588241577,0.8828077912330627,0.23403599858283997,-0.4190540015697479,-2.2304983139038086,-0.7998819947242737,0.3602890074253082
1759864125918562600,2.4265625,-3.002216100692749,0.8462417721748352,0.23302599787712097,-0.4159280061721802,-2.255107879638672,-0.8094379901885986,0.34279999136924744
1759864125928664000,2.4366640625,-2.9740469455718994,0.8344218134880066,0.237419992685318,-0.4095210134983063,-2.2842283248901367,-0.8144879937171936,0.3354569971561432
1759864125938765300,2.446765380859375,-2.932638168334961,0.8182690143585205,0.24549299478530884,-0.401852011680603,-2.321375846862793,-0.8202570080757141,0.3246909976005554
1759864125948866600,2.456866455078125,-2.897223711013794,0.8069088459014893,0.2537600100040436,-0.39634600281715393,-2.349388837814331,-0.8237109780311584,0.3162510097026825
1759864125958937300,2.466937255859375,-2.857327938079834,0.7954110503196716,0.2643739879131317,-0.3918440043926239,-2.37585186958313,-0.8260790109634399,0.30684998631477356
1759864125969038600,2.47703857421875,-2.824612855911255,0.7851507067680359,0.2731260061264038,-0.3877750039100647,-2.3978183269500732,-0.8280410170555115,0.2989639937877655
1759864125979079000,2.487078857421875,-2.7930774688720703,0.7787784934043884,0.28164198994636536,-0.3820570111274719,-2.422819137573242,-0.8297719955444336,0.2935769855976105
1759864126019392800,2.527392822265625,-2.7736012935638428,0.7893782258033752,0.28616300225257874,-0.3713909983634949,-2.4557816982269287,-0.8310449719429016,0.2992370128631592
1759864126029463600,2.537463623046875,-2.773772954940796,0.7937601804733276,0.2855510115623474,-0.3685060143470764,-2.4628305435180664,-0.8314669728279114,0.3022010028362274
1759864126039534300,2.547534423828125,-2.7729692459106445,0.7996059060096741,0.2858000099658966,-0.36662301421165466,-2.4678826332092285,-0.8310649991035461,0.30534300208091736
1759864126049635600,2.557635498046875,-2.777808666229248,0.8051133155822754,0.2850109934806824,-0.36753401160240173,-2.464106321334839,-0.829912006855011,0.30810898542404175
1759864126059706400,2.567706298828125,-2.806530714035034,0.8210096955299377,0.2821109890937805,-0.3818179965019226,-2.419024705886841,-0.8221949934959412,0.31404000520706177
1759864126069746700,2.57774658203125,-2.8545639514923096,0.8571480512619019,0.274958997964859,-0.3929870128631592,-2.37203311920166,-0.8120759725570679,0.33239999413490295
1759864126079848000,2.587847900390625,-2.8970794677734375,0.9014990925788879,0.2675740122795105,-0.3925279974937439,-2.352324962615967,-0.8043059706687927,0.3569520115852356
1759864126100050700,2.60805078125,-2.9590916633605957,0.94666588306427,0.24981600046157837,-0.37997201085090637,-2.35020112991333,-0.8018490076065063,0.3876200020313263
1759864126120131300,2.62813134765625,-2.960012912750244,0.9441739916801453,0.24853600561618805,-0.3788140118122101,-2.352952480316162,-0.8030459880828857,0.3870980143547058
1759864126140303400,2.648303466796875,-2.909726858139038,0.924527108669281,0.2580069899559021,-0.3723730146884918,-2.3947060108184814,-0.8089410066604614,0.37467899918556213
1759864126150404600,2.658404541015625,-2.8890202045440674,0.9121767282485962,0.2615320086479187,-0.3696019947528839,-2.411905288696289,-0.8122169971466064,0.36782801151275635
1759864126160414500,2.66841455078125,-2.8703858852386475,0.898052453994751,0.2642340064048767,-0.36650800704956055,-2.428588628768921,-0.8159949779510498,0.36055800318717957
1759864126170485200,2.6784853515625,-2.8537933826446533,0.8837465643882751,0.26686400175094604,-0.3643060028553009,-2.4417338371276855,-0.8193680047988892,0.35312598943710327
1759864126180586500,2.68858642578125,-2.8410418033599854,0.868094801902771,0.2683680057525635,-0.3624359965324402,-2.4520580768585205,-0.8229789733886719,0.34543201327323914
1759864126190657300,2.6986572265625,-2.8313827514648438,0.855226457118988,0.2694079875946045,-0.36080899834632874,-2.4601478576660156,-0.8259429931640625,0.33919399976730347
1759864126220839200,2.728839111328125,-2.811124563217163,0.8072813749313354,0.26996898651123047,-0.3585599958896637,-2.4732248783111572,-0.8357380032539368,0.31637299060821533
1759864126230910000,2.738909912109375,-2.808011531829834,0.7914615273475647,0.2690809965133667,-0.35805100202560425,-2.4752612113952637,-0.8389459848403931,0.30913299322128296
1759864126240950300,2.7489501953125,-2.807001829147339,0.7695645093917847,0.2666899859905243,-0.3573800027370453,-2.4766287803649902,-0.843487024307251,0.29947298765182495
1759864126251051500,2.759051513671875,-2.806443214416504,0.7531619071960449,0.26502498984336853,-0.35744500160217285,-2.4761533737182617,-0.8465819954872131,0.29204800724983215
1759864126261122600,2.76912255859375,-2.805988073348999,0.7360407710075378,0.2633950114250183,-0.35801398754119873,-2.474367380142212,-0.8495389819145203,0.2841309905052185
1759864126271193300,2.779193359375,-2.8071041107177734,0.7202045321464539,0.2613289952278137,-0.3586899936199188,-2.4718151092529297,-0.8522589802742004,0.27695000171661377
1759864126281264000,2.78926416015625,-2.810120105743408,0.7058122158050537,0.25878798961639404,-0.35973799228668213,-2.4678311347961426,-0.8546419739723206,0.2705579996109009
1759864126291335000,2.7993349609375,-2.814706563949585,0.6925138831138611,0.25591200590133667,-0.36139699816703796,-2.462005376815796,-0.8566409945487976,0.26469799876213074
1759864126331526400,2.8395263671875,-2.827577590942383,0.6394577026367188,0.24590499699115753,-0.3677389919757843,-2.4414587020874023,-0.8639190196990967,0.24070699512958527
1759864126341597200,2.84959716796875,-2.8257672786712646,0.6243395805358887,0.24491700530052185,-0.3688650131225586,-2.438749074935913,-0.8657640218734741,0.23325000703334808
1759864126361708300,2.869708251953125,-2.8249917030334473,0.6034819483757019,0.2432820051908493,-0.3722209930419922,-2.430305242538452,-0.8675659894943237,0.22269399464130402
1759864126381880600,2.889880615234375,-2.8331727981567383,0.5899932384490967,0.2394080013036728,-0.3775010108947754,-2.4154882431030273,-0.8679620027542114,0.21637000143527985
1759864126422163700,2.930163818359375,-2.8557491302490234,0.58421391248703,0.2328760027885437,-0.39161598682403564,-2.377105951309204,-0.8641669750213623,0.2135860025882721
1759864126442274800,2.95027490234375,-2.865440845489502,0.5752869844436646,0.2287209928035736,-0.396467000246048,-2.363318681716919,-0.8639649748802185,0.2099130004644394
1759864126462446800,2.97044677734375,-2.867875099182129,0.568337082862854,0.22720199823379517,-0.3989250063896179,-2.3569209575653076,-0.8640419840812683,0.20656299591064453
1759864126472517600,2.980517578125,-2.8688595294952393,0.5650015473365784,0.22637300193309784,-0.3994069993495941,-2.355513572692871,-0.8643829822540283,0.20510999858379364
1759864126482588400,2.99058837890625,-2.8742778301239014,0.5644838809967041,0.2243030071258545,-0.40035098791122437,-2.3520352840423584,-0.8643770217895508,0.20556999742984772
1759864126512770300,3.020770263671875,-2.8964431285858154,0.5702605843544006,0.2184309959411621,-0.40931200981140137,-2.325949192047119,-0.8606730103492737,0.2097419947385788
1759864126532911900,3.040911865234375,-2.90767765045166,0.5714628100395203,0.21575699746608734,-0.4160670042037964,-2.3074703216552734,-0.8578979969024658,0.21058699488639832
1759864126543013400,3.051013427734375,-2.9127583503723145,0.5721879601478577,0.21448099613189697,-0.4186660051345825,-2.3001468181610107,-0.8568069934844971,0.21118000149726868
1759864126553053700,3.0610537109375,-2.9185686111450195,0.5732753872871399,0.21302199363708496,-0.421407014131546,-2.2922871112823486,-0.8556140065193176,0.2120400071144104
1759864126563124500,3.07112451171875,-2.9311068058013916,0.5754210948944092,0.20911499857902527,-0.42429399490356445,-2.2823500633239746,-0.854515016078949,0.21458700299263
1759864126573195300,3.0811953125,-2.9484777450561523,0.5774292349815369,0.2032960057258606,-0.4272159934043884,-2.27103590965271,-0.8535990118980408,0.21799999475479126
1759864126583296500,3.091296630859375,-2.9927351474761963,0.5814458727836609,0.18572799861431122,-0.42441698908805847,-2.2658047676086426,-0.8562020063400269,0.22867299616336823
1759864126593367300,3.1013671875,-3.007613182067871,0.5845116376876831,0.18058499693870544,-0.4249489903450012,-2.2603373527526855,-0.8559619784355164,0.23266999423503876
1759864126633650400,3.141650390625,-3.0714855194091797,0.5769666433334351,0.15546099841594696,-0.4311789870262146,-2.228835344314575,-0.8556370139122009,0.24041800200939178
1759864126663863000,3.171863037109375,-3.0930838584899902,0.5686984658241272,0.14530299603939056,-0.43187499046325684,-2.2220966815948486,-0.856905996799469,0.24100099503993988
1759864126673933800,3.181933837890625,-3.089094877243042,0.5697599649429321,0.1466740071773529,-0.430307000875473,-2.2267508506774902,-0.8574789762496948,0.24093900620937347
1759864126684035000,3.19203515625,-3.0835328102111816,0.5715115666389465,0.14870800077915192,-0.4283420145511627,-2.2326886653900146,-0.8581110239028931,0.24094100296497345
1759864126694105900,3.20210595703125,-3.07674503326416,0.5761277079582214,0.1516689956188202,-0.4257330000400543,-2.2401556968688965,-0.8585789799690247,0.24205100536346436
1759864126714308400,3.222308349609375,-3.063699245452881,0.6062126755714417,0.1615229994058609,-0.41963401436805725,-2.254812240600586,-0.8564839959144592,0.25347700715065
1759864126734450200,3.2424501953125,-3.0541961193084717,0.6286137700080872,0.1680629998445511,-0.4133799970149994,-2.269839286804199,-0.8555660247802734,0.26244398951530457
1759864126754591700,3.262591796875,-3.0580930709838867,0.6346503496170044,0.16726499795913696,-0.4115990102291107,-2.272136926651001,-0.8554660081863403,0.26605600118637085
1759864126764693000,3.27269287109375,-3.0649805068969727,0.6368681192398071,0.16503800451755524,-0.4114910066127777,-2.269984483718872,-0.8552629947662354,0.26825499534606934
1759864126774763800,3.282763671875,-3.073887348175049,0.6386104226112366,0.1620350033044815,-0.4116779863834381,-2.266535758972168,-0.8550220131874084,0.27055901288986206
1759864126784865000,3.292864990234375,-3.0844883918762207,0.6393498182296753,0.15814700722694397,-0.41176700592041016,-2.2628657817840576,-0.8550050258636475,0.27276700735092163
1759864126794966500,3.302966552734375,-3.0917904376983643,0.6365126967430115,0.15485000610351562,-0.4121449887752533,-2.2600202560424805,-0.8554080128669739,0.2728250026702881
1759864126805037300,3.313037353515625,-3.0966460704803467,0.6300582885742188,0.1514820009469986,-0.41183799505233765,-2.260042667388916,-0.8567240238189697,0.271043986082077
1759864126835280100,3.343280029296875,-3.0996413230895996,0.6080423593521118,0.144896000623703,-0.4097299873828888,-2.266857862472534,-0.8614770174026489,0.26264500617980957
1759864126845381400,3.35338134765625,-3.1004979610443115,0.6041359901428223,0.143545001745224,-0.40915799140930176,-2.2684154510498047,-0.8624020218849182,0.2612389922142029
1759864126855452200,3.3634521484375,-3.100882053375244,0.6003652215003967,0.14253999292850494,-0.40901699662208557,-2.269096612930298,-0.863090991973877,0.2597300112247467
1759864126865553700,3.3735537109375,-3.101806402206421,0.5961684584617615,0.14122100174427032,-0.40884000062942505,-2.2697482109069824,-0.8638669848442078,0.25814300775527954
1759864126875624400,3.38362451171875,-3.1034741401672363,0.5918119549751282,0.13958600163459778,-0.40870198607444763,-2.2701096534729004,-0.8646529912948608,0.2566159963607788
1759864126885695200,3.3936953125,-3.1055655479431152,0.5869352221488953,0.13769899308681488,-0.40866199135780334,-2.2701854705810547,-0.8654739856719971,0.25492799282073975
1759864126895796500,3.40379638671875,-3.108154058456421,0.5819649696350098,0.13568000495433807,-0.4089210033416748,-2.269437551498413,-0.8661640286445618,0.253244012594223
1759864126905867300,3.4138671875,-3.1113951206207275,0.5781793594360352,0.13373799622058868,-0.4094719886779785,-2.2676901817321777,-0.8665279746055603,0.2521420121192932
1759864126936079600,3.44407958984375,-3.1261985301971436,0.569057822227478,0.1271509975194931,-0.41389399766921997,-2.2543516159057617,-0.8659359812736511,0.250355988740921
1759864126946181000,3.45418115234375,-3.133498430252075,0.5651875138282776,0.1238740012049675,-0.41555899381637573,-2.248913526535034,-0.8657600283622742,0.24985000491142273
1759864126956221400,3.464221435546875,-3.1393818855285645,0.5614609122276306,0.12125299870967865,-0.4174700081348419,-2.243309259414673,-0.8654220104217529,0.24911800026893616
1759864126966322700,3.47432275390625,3.137159824371338,0.5577981472015381,0.11831499636173248,-0.41930899024009705,-2.237659454345703,-0.8650929927825928,0.24858500063419342
1759864126976393500,3.4843935546875,3.131972312927246,0.553907573223114,0.11591000109910965,-0.42120298743247986,-2.2323453426361084,-0.8647570013999939,0.24768300354480743
1759864126986494700,3.49449462890625,3.1269712448120117,0.5508903861045837,0.11354099959135056,-0.42228999733924866,-2.2288379669189453,-0.8646699786186218,0.24723400175571442
1759864126996535000,3.50453515625,3.122889995574951,0.5489529371261597,0.11159499734640121,-0.42271900177001953,-2.2269625663757324,-0.864736020565033,0.24715499579906464
1759864127006636300,3.51463623046875,3.120185375213623,0.5473145246505737,0.11030100286006927,-0.4232810139656067,-2.2251343727111816,-0.8646950125694275,0.24691900610923767
1759864127036818200,3.544818115234375,3.1132595539093018,0.5451536178588867,0.10791800171136856,-0.4263269901275635,-2.2164299488067627,-0.8634790182113647,0.24698500335216522
1759864127046919700,3.554919677734375,3.1121513843536377,0.5457749366760254,0.1077909991145134,-0.4269050061702728,-2.2146778106689453,-0.8630920052528381,0.24739399552345276
1759864127056990500,3.564990478515625,3.1111419200897217,0.5463545322418213,0.10748200118541718,-0.4267449975013733,-2.214670419692993,-0.8630769848823547,0.24785800278186798
1759864127067030500,3.575030517578125,3.1047167778015137,0.5461206436157227,0.10445400327444077,-0.4252550005912781,-2.2163069248199463,-0.8637930154800415,0.24921299517154694
1759864127077101600,3.5851015625,3.0945866107940674,0.5452774167060852,0.09963399916887283,-0.4231509864330292,-2.2183780670166016,-0.8648470044136047,0.25110501050949097
1759864127087172400,3.59517236328125,3.0815725326538086,0.5447298884391785,0.09377700090408325,-0.42118000984191895,-2.2192294597625732,-0.8657190203666687,0.2536579966545105
1759864127097243100,3.6052431640625,3.0704824924468994,0.5445941686630249,0.08900699764490128,-0.41998499631881714,-2.2187490463256836,-0.8661400079727173,0.2559100091457367
1759864127107344400,3.615344482421875,3.0668253898620605,0.5448505282402039,0.08767399936914444,-0.42015400528907776,-2.2172317504882812,-0.8659539818763733,0.25672098994255066
1759864127117384700,3.625384765625,3.0643563270568848,0.5455060005187988,0.08703099936246872,-0.42073601484298706,-2.2150378227233887,-0.8655269742012024,0.2574250102043152
1759864127157698300,3.6656982421875,3.0495686531066895,0.5500175952911377,0.08332999795675278,-0.42408499121665955,-2.202021837234497,-0.8629050254821777,0.2619200050830841
1759864127167769000,3.67576904296875,3.042243480682373,0.5521202683448792,0.08139300346374512,-0.4254089891910553,-2.196315288543701,-0.8617619872093201,0.2641350030899048
1759864127177839900,3.68583984375,3.0340607166290283,0.554061233997345,0.0789949968457222,-0.4263930022716522,-2.191128730773926,-0.8607720136642456,0.2664929926395416
1759864127187941400,3.69594140625,3.024122953414917,0.5565496683120728,0.07616499811410904,-0.4276660084724426,-2.1845715045928955,-0.8594859838485718,0.2694129943847656
1759864127197981700,3.705981689453125,3.0101914405822754,0.5585514903068542,0.07137099653482437,-0.42791301012039185,-2.179178476333618,-0.8586300015449524,0.27303799986839294
1759864127208052500,3.716052490234375,2.995293617248535,0.5606690049171448,0.06635600328445435,-0.4284360110759735,-2.172722816467285,-0.8575350046157837,0.2768949866294861
1759864127218123300,3.726123291015625,2.985724687576294,0.5620102882385254,0.06333400309085846,-0.4293369948863983,-2.1672139167785645,-0.8565229773521423,0.27932998538017273
1759864127258406400,3.766406494140625,2.983055591583252,0.5617749094963074,0.0593469999730587,-0.4204370081424713,-2.187126636505127,-0.8608599901199341,0.2804090082645416
1759864127268507600,3.776507568359375,2.9892354011535645,0.5610689520835876,0.06012300029397011,-0.4160490036010742,-2.1994690895080566,-0.8633310198783875,0.27918800711631775
1759864127278609000,3.78660888671875,2.9942996501922607,0.5601851344108582,0.060610998421907425,-0.41218000650405884,-2.2102458477020264,-0.8655040264129639,0.2780910134315491
1759864127288680000,3.796679931640625,2.9975385665893555,0.5588161945343018,0.06029300019145012,-0.4083369970321655,-2.220446825027466,-0.8676459789276123,0.27715399861335754
1759864127298750700,3.806750732421875,3.0052688121795654,0.5581029057502747,0.061845000833272934,-0.40428799390792847,-2.23237681388855,-0.8699110150337219,0.2756440043449402
1759864127308790800,3.816790771484375,3.0251734256744385,0.5575111508369446,0.06793399900197983,-0.39924898743629456,-2.2503139972686768,-0.8729339838027954,0.27197399735450745
