time,seconds_elapsed,relativeAltitude,pressure
1759864123654852600,0.1628525390625,0,1022.85302734375
1759864123754846500,0.262846435546875,-0.0158538818359375,1022.854736328125
1759864123854866700,0.36286669921875,-0.05284881591796875,1022.859130859375
1759864123954869500,0.462869384765625,-0.221954345703125,1022.8798828125
1759864124054871600,0.56287158203125,0.0792694091796875,1022.843017578125
1759864124154873000,0.662873046875,0.0792694091796875,1022.843017578125
1759864124254874400,0.762874267578125,0.08983612060546875,1022.841796875
1759864124354875100,0.862875244140625,-0.0158538818359375,1022.8544921875
1759864124454874600,0.96287451171875,-0.0158538818359375,1022.8544921875
1759864124554872600,1.06287255859375,-0.06341552734375,1022.8603515625
1759864124654869200,1.162869140625,0.068695068359375,1022.84423828125
1759864124754865000,1.262864990234375,0.068695068359375,1022.84423828125
1759864124854860000,1.362860107421875,-0.03699493408203125,1022.857177734375
1759864124954853400,1.462853271484375,-0.0158538818359375,1022.854736328125
1759864125054847200,1.56284716796875,-0.1426849365234375,1022.869873046875
1759864125154840600,1.662840576171875,-0.13739776611328125,1022.86962890625
1759864125254833700,1.762833740234375,-0.06341552734375,1022.860595703125
1759864125354826200,1.862826171875,-0.06341552734375,1022.860595703125
1759864125454819000,1.962819091796875,-0.348785400390625,1022.895263671875
1759864125554812000,2.06281201171875,-0.5231704711914062,1022.91650390625
1759864125654804200,2.16280419921875,-0.5231704711914062,1022.91650390625
1759864125754796300,2.26279638671875,-0.35935211181640625,1022.896728515625
1759864125854788000,2.3627880859375,-0.31179046630859375,1022.890625
1759864125954779400,2.462779296875,-0.34349822998046875,1022.89453125
1759864126054771000,2.56277099609375,-0.23252105712890625,1022.880859375
1759864126154762200,2.66276220703125,-0.19553375244140625,1022.876220703125
1759864126254753500,2.76275341796875,-0.0739898681640625,1022.861572265625
1759864126354744600,2.86274462890625,-0.253662109375,1022.883544921875
1759864126454735600,2.962735595703125,-0.2906494140625,1022.887939453125
1759864126554726700,3.0627265625,-0.3012237548828125,1022.88916015625
1759864126654717700,3.1627177734375,-0.26422882080078125,1022.884765625
1759864126754708500,3.26270849609375,-0.28008270263671875,1022.88671875
1759864126854698200,3.3626982421875,-0.17967987060546875,1022.874755859375
1759864126954688000,3.46268798828125,-0.23252105712890625,1022.881103515625
1759864127054677500,3.562677490234375,-0.49146270751953125,1022.912109375
1759864127154666500,3.66266650390625,-0.41748046875,1022.9033203125
1759864127254655200,3.7626552734375,-0.28008270263671875,1022.88671875
1759864127354643200,3.862643310546875,-0.285369873046875,1022.8876953125
1759864127454631400,3.96263134765625,-0.21138763427734375,1022.87841796875
1759864127554619400,4.062619384765625,-0.23252105712890625,1022.880859375
1759864127654607600,4.162607666015625,-0.14797210693359375,1022.87109375
1759864127754595800,4.262595947265625,-0.13739776611328125,1022.869384765625
1759864127854584000,4.362583984375,-0.18495941162109375,1022.875
1759864127954572800,4.46257275390625,-0.08455657958984375,1022.86328125
1759864128054561000,4.56256103515625,0.04227447509765625,1022.84765625
1759864128158423000,4.666423095703125,0,1022.852783203125
1759864128258411300,4.766411376953125,-0.1743927001953125,1022.8740234375
1759864128358399500,4.8663994140625,-0.2378082275390625,1022.8818359375
1759864128458387500,4.966387451171875,-0.31179046630859375,1022.890380859375
1759864128558375400,5.06637548828125,-0.3804931640625,1022.899169921875
1759864128658363400,5.16636328125,-0.5020370483398438,1022.913818359375
1759864128758351600,5.2663515625,-0.5495986938476562,1022.919189453125
1759864128858339800,5.36633984375,-0.47560882568359375,1022.91064453125
1759864128958327800,5.466327880859375,-0.47560882568359375,1022.91064453125
1759864129058316000,5.56631591796875,-0.3065032958984375,1022.8896484375
1759864129158304300,5.66630419921875,-0.44390106201171875,1022.906494140625
1759864129258292500,5.76629248046875,-0.44390106201171875,1022.906494140625
1759864129358280700,5.86628076171875,-0.47032928466796875,1022.909912109375
1759864129458269000,5.96626904296875,-0.3329315185546875,1022.89306640625
1759864129558257000,6.0662568359375,-0.3329315185546875,1022.89306640625
1759864129658244900,6.166244873046875,-0.49146270751953125,1022.91259765625
1759864129758232800,6.26623291015625,-0.41748046875,1022.9033203125
1759864129858221000,6.366220947265625,-0.41748046875,1022.9033203125
1759864129958208800,6.466208740234375,-0.2695159912109375,1022.885498046875
1759864130058196700,6.56619677734375,-0.29593658447265625,1022.888916015625
1759864130158185000,6.66618505859375,-0.29593658447265625,1022.888916015625
1759864130258173200,6.766173095703125,-0.4016265869140625,1022.901611328125
