time,seconds_elapsed,longitude,speedAccuracy,speed,bearingAccuracy,latitude,bearing,horizontalAccuracy,verticalAccuracy,altitude
1759864126846911700,3.354911865234375,2.2098973,0.8691388368606567,0.3554782569408417,180,48.9208542,156.58547973632812,29.29800033569336,2.060434341430664,74.9000015258789
1759864127861726000,4.369725830078125,2.2099113,0.5730966925621033,0.6126293540000916,180,48.9208694,136.87123107910156,16,1.9955233335494995,74.9000015258789
1759864128863519700,5.371519775390625,2.2099437,0.4799894690513611,0.8803322315216064,180,48.9208869,97.65135192871094,13.333000183105469,1.9994332790374756,74.9000015258789
1759864129868859000,6.37685888671875,2.2099671,0.5719075798988342,1.1225721836090088,180,48.9208886,89.58448791503906,12,1.9534385204315186,74.9000015258789
1759864130838356000,7.34635595703125,2.2099897,20,1.1394145488739014,45,48.9208949,84.59969329833984,11.199999809265137,1.9141982793807983,74.9000015258789
1759864131541381000,8.049381103515625,2.2099964,1.5,1.109897494316101,180,48.9208964,83.45733642578125,16.55299949645996,2.2758629322052,75.19999694824219
1759864131877854200,8.385854248046876,2.2099958,1.5,1.0633885860443115,180,48.9208977,81.85803985595703,20.37700080871582,2.294323205947876,75.19999694824219
1759864132064849400,8.572849365234376,2.2099947,1.5,1.0123577117919922,180,48.9208972,82.66018676757812,19.993999481201172,2.294323205947876,75.19999694824219
1759864132645197000,9.153197021484376,2.2099949,0.3267051577568054,1.1093246936798096,117.3402099609375,48.920903,35.05399703979492,19.19300079345703,2.294323205947876,75.19999694824219
1759864133228143600,9.7361435546875,2.2099962,0.22417058050632477,1.0996017456054688,106.51528930664062,48.9209054,31.230613708496094,18.945999145507812,2.3758537769317627,75.19999694824219
1759864133703814000,10.21181396484375,2.2100044,0.22787633538246155,1.078521490097046,98.59637451171875,48.9209051,35.440155029296875,18.104000091552734,2.3853466510772705,75.19999694824219
1759864134210524700,10.718524658203124,2.2100106,0.165505051612854,1.0769057273864746,91.2945785522461,48.9209061,35.64948654174805,18.552000045776367,2.3853466510772705,75.19999694824219
1759864135242901200,11.7509013671875,2.2100253,0.16768158972263336,1.0943689346313477,52.22665786743164,48.9209105,41.479671478271484,18.959999084472656,2.417834520339966,75.19999694824219
1759864135844497700,12.35249755859375,2.2100431,0.22077862918376923,1.114357590675354,25.650867462158203,48.9209142,51.79386520385742,19.156999588012695,2.4348394870758057,75.19999694824219
1759864136198167600,12.70616748046875,2.2100515,0.17437782883644104,1.1011757850646973,19.506603240966797,48.9209166,53.634056091308594,18.233999252319336,2.4409894943237305,75.19999694824219
1759864136401703000,12.909702880859374,2.210065,0.16636772453784943,1.0962519645690918,6.58095645904541,48.9209212,55.2548942565918,17.224000930786133,2.4409894943237305,75.19999694824219
1759864137001453300,13.509453369140624,2.2100781,0.20809820294380188,1.099122166633606,8.941749572753906,48.9209264,53.965702056884766,11.038000106811523,2.4409894943237305,75.19999694824219
1759864137278203600,13.78620361328125,2.2100832,0.21472878754138947,1.0882192850112915,6.814487934112549,48.9209287,52.34516143798828,10.454000473022461,2.4635705947875977,75.19999694824219
1759864137423559200,13.93155908203125,2.2100899,0.20930765569210052,1.081337809562683,5.918046474456787,48.9209306,53.11717224121094,10.064000129699707,2.4635705947875977,75.19999694824219
1759864138060804900,14.568804931640624,2.2101006,0.24677874147891998,1.0942610502243042,6.178303241729736,48.9209351,52.6888313293457,9.406000137329102,2.4635705947875977,75.19999694824219
1759864138237142300,14.745142333984376,2.2101034,0.1685856282711029,1.0902711153030396,6.178370475769043,48.9209364,53.292869567871094,9.154999732971191,2.4836697578430176,75.19999694824219
