time,seconds_elapsed,relativeAltitude,pressure
1759949546758198800,-0.46980126953125,0,1014.1288757324219
1759949547779934700,0.551934814453125,0,1014.1288757324219
1759949548801986800,1.57398681640625,0,1014.1287994384766
1759949549824387800,2.596387939453125,0,1014.1287994384766
1759949550847186700,3.619186767578125,0.021138668060302734,1014.1265869140625
1759949551870322700,4.64232275390625,-0.036992549896240234,1014.1336822509766
1759949552024377900,4.7963779296875,0.010569095611572266,1014.1274261474609
1759949552972338700,5.744338623046875,-0.02642345428466797,1014.1322326660156
1759949553920447000,6.692447021484375,-0.02642345428466797,1014.1322326660156
1759949554868786000,7.640785888671875,-0.052846431732177734,1014.1353607177734
1759949555817224700,8.589224609375,-0.05813121795654297,1014.1361236572266
1759949556765820700,9.537820556640625,-0.0634160041809082,1014.1368865966797
1759949557714586600,10.486586669921875,-0.0634160041809082,1014.1368865966797
1759949558663438800,11.43543896484375,-0.0475616455078125,1014.1349029541016
1759949559612616700,12.38461669921875,-0.0475616455078125,1014.1349029541016
1759949560561892900,13.333892822265625,-0.05813121795654297,1014.1356658935547
1759949561511313700,14.283313720703125,-0.0634160041809082,1014.1363525390625
1759949562460903700,15.232903564453125,-0.07398509979248047,1014.1377258300781
1759949563410759700,16.182759765625,-0.0634160041809082,1014.1363525390625
1759949564360728800,17.132728759765627,-0.06870031356811523,1014.136962890625
1759949565310839600,18.082839599609375,-0.06870031356811523,1014.136962890625
1759949566261111800,19.03311181640625,-0.06870031356811523,1014.136962890625
1759949567211581700,19.983581787109376,-0.0792698860168457,1014.1385650634766
1759949568162225000,20.934224853515627,-0.0951237678527832,1014.1402435302734
1759949569112905700,21.88490576171875,-0.0951237678527832,1014.140625
1759949570063598800,22.835598876953124,-0.13211631774902344,1014.1449737548828
1759949571014434800,23.786434814453123,-0.1743931770324707,1014.1496276855469
1759949571965327600,24.73732763671875,-0.24309349060058594,1014.1580963134766
1759949572916377900,25.6883779296875,-0.30650901794433594,1014.1657257080078
1759949573867335700,26.639335693359374,-0.41748666763305664,1014.1792297363281
1759949574818240800,27.59024072265625,-0.4439096450805664,1014.18212890625
1759949575769327900,28.541327880859374,-0.6235876083374023,1014.2037200927734
1759949576720488700,29.49248876953125,-0.7768421173095703,1014.2224884033203
1759949577671664600,30.44366455078125,-0.8244037628173828,1014.2280578613281
1759949578622762800,31.3947626953125,-0.8244037628173828,1014.2280578613281
1759949579573869800,32.34586987304687,-0.8138341903686523,1014.2271423339844
1759949580525052700,33.297052734375,-0.7345647811889648,1014.2170715332031
1759949581476362800,34.24836279296875,-0.5971641540527344,1014.2006683349609
1759949582427693800,35.19969384765625,-0.5178947448730469,1014.1912078857422
1759949583378972000,36.15097192382812,-0.4597635269165039,1014.1840362548828
1759949584330174700,37.1021748046875,-0.4122018814086914,1014.1787719726562
1759949585281339600,38.05333959960937,-0.32764768600463867,1014.1680908203125
1759949586232444000,39.00444384765625,-0.29065513610839844,1014.163818359375
1759949587183516700,39.9555166015625,-0.25894737243652344,1014.1598510742188
1759949588134507800,40.9065078125,-0.25894737243652344,1014.1598510742188
1759949589085433600,41.85743359375,-0.2695169448852539,1014.1610717773438
1759949590036373800,42.80837377929687,-0.34350156784057617,1014.169921875
1759949590987277800,43.75927783203125,-0.41748666763305664,1014.1788482666016
1759949591938108700,44.71010864257813,-0.4597635269165039,1014.1841125488281
1759949592888776000,45.66077587890625,-0.4597635269165039,1014.1841125488281
1759949593839379000,46.61137890625,-0.41748666763305664,1014.1790008544922
1759949594789935900,47.56193579101563,-0.36992502212524414,1014.1732025146484
1759949595740429800,48.512429931640625,-0.35935544967651367,1014.1721343994141
1759949596690812000,49.46281201171875,-0.35935544967651367,1014.1721343994141
1759949597641062000,50.41306176757813,-0.4386253356933594,1014.1815948486328
1759949598591111700,51.36311157226562,-0.4861869812011719,1014.1876220703125
1759949599541126700,52.31312670898438,-0.49675607681274414,1014.1885375976562
1759949600491122700,53.26312280273437,-0.5337486267089844,1014.1930389404297
