time,seconds_elapsed,bpm
1755570229618000000,-4294798.355000244,140
1755570230626000000,-4294797.347000244,140
1755570231634000000,-4294796.339000244,140
1755570232641000000,-4294795.332,140
1755570233649000000,-4294794.324,140
1755570234656000000,-4294793.317,139
1755570235664000000,-4294792.309,139
1755570236672000000,-4294791.301,139
1755570237679000000,-4294790.294,139
1755570238686000000,-4294789.286999756,139
1755570239694000000,-4294788.278999756,139
1755570240702000000,-4294787.270999756,139
1755570241709000000,-4294786.264,141
1755570242716000000,-4294785.257,142
1755570243723000000,-4294784.25,143
1755570244730000000,-4294783.243000244,143
1755570245738000000,-4294782.235000244,144
1755570246745000000,-4294781.228,143
1755570247753000000,-4294780.22,143
1755570248761000000,-4294779.212,143
1755570249768000000,-4294778.205,144
1755570250776000000,-4294777.197,144
1755570251783000000,-4294776.19,143
1755570252792000000,-4294775.181,143
1755570253800000000,-4294774.173,143
1755570254807000000,-4294773.166,142
1755570255815000000,-4294772.158,142
1755570256824000000,-4294771.149,143
1755570257832000000,-4294770.141,143
1755570258840000000,-4294769.133,143
1755570259848000000,-4294768.125,143
1755570260856000000,-4294767.117,143
1755570261861000000,-4294766.112,144
1755570262869000000,-4294765.104,144
1755570263876000000,-4294764.097,144
1755570264884000000,-4294763.089,143
1755570265892000000,-4294762.081,143
1755570266899000000,-4294761.074,143
1755570267907000000,-4294760.066,143
1755570268915000000,-4294759.058,142
1755570269923000000,-4294758.05,142
1755570270930000000,-4294757.043000245,142
1755570271938000000,-4294756.035000244,142
1755570272945000000,-4294755.028,142
1755570273953000000,-4294754.02,142
1755570274960000000,-4294753.013,142
1755570275968000000,-4294752.005,143
1755570276975000000,-4294750.998,143
1755570277983000000,-4294749.99,143
1755570278990000000,-4294748.982999756,143
1755570279997000000,-4294747.976,143
1755570281005000000,-4294746.968,143
1755570282013000000,-4294745.96,144
1755570283021000000,-4294744.952,143
1755570284028000000,-4294743.945,143
1755570285035000000,-4294742.938,143
1755570286042000000,-4294741.931000244,143
1755570287050000000,-4294740.923000244,143
1755570288057000000,-4294739.916,143
1755570289065000000,-4294738.908,142
1755570290072000000,-4294737.901,142
1755570291079000000,-4294736.894,142
1755570292086000000,-4294735.886999756,142
1755570293093000000,-4294734.88,142
1755570294101000000,-4294733.872,142
1755570295108000000,-4294732.865,142
1755570296115000000,-4294731.858,141
1755570297122000000,-4294730.851000244,141
1755570298130000000,-4294729.843000244,141
1755570299138000000,-4294728.835000244,141
1755570300145000000,-4294727.828,141
1755570301152000000,-4294726.821,140
1755570302160000000,-4294725.813,140
1755570303167000000,-4294724.806,140
1755570304174000000,-4294723.798999756,140
1755570305181000000,-4294722.792,139
1755570306188000000,-4294721.785,139
1755570307195000000,-4294720.778,139
1755570308202000000,-4294719.771000244,139
1755570309209000000,-4294718.764,140
1755570310216000000,-4294717.757,140
1755570311224000000,-4294716.749,140
1755570312231000000,-4294715.742,140
1755570313239000000,-4294714.734,140
1755570314246000000,-4294713.726999756,140
1755570315253000000,-4294712.72,140
1755570316260000000,-4294711.713,140
1755570317267000000,-4294710.706,140
1755570318274000000,-4294709.699000244,141
1755570319282000000,-4294708.691000245,141
1755570320289000000,-4294707.684,141
1755570321296000000,-4294706.677,141
1755570322304000000,-4294705.669,142
1755570323311000000,-4294704.662,142
1755570324319000000,-4294703.654,142
1755570325327000000,-4294702.646,142
1755570326335000000,-4294701.638,142
1755570327343000000,-4294700.63,142
1755570328350000000,-4294699.622999756,142
1755570329358000000,-4294698.614999756,142
1755570330365000000,-4294697.608,142
1755570331373000000,-4294696.6,142
1755570332380000000,-4294695.593,143
1755570333388000000,-4294694.585,143
1755570334396000000,-4294693.577,143
1755570335404000000,-4294692.569,144
1755570336411000000,-4294691.562,144
1755570337419000000,-4294690.554,144
1755570338426000000,-4294689.547000244,145
1755570339434000000,-4294688.539000244,144
1755570340441000000,-4294687.532,144
1755570341449000000,-4294686.524,144
1755570342457000000,-4294685.516,144
1755570343464000000,-4294684.509,144
1755570344472000000,-4294683.501,145
1755570345480000000,-4294682.493,145
1755570346488000000,-4294681.485,145
1755570347495000000,-4294680.478,145
1755570348502000000,-4294679.470999756,145
1755570349509000000,-4294678.464,145
1755570350517000000,-4294677.456,145
1755570351524000000,-4294676.449,145
1755570352531000000,-4294675.442,144
1755570353539000000,-4294674.434,144
1755570354547000000,-4294673.426,143
1755570355555000000,-4294672.418,143
1755570356562000000,-4294671.411000244,143
1755570357570000000,-4294670.403000244,143
1755570358577000000,-4294669.396,143
1755570359585000000,-4294668.388,143
1755570360592000000,-4294667.381,143
1755570361600000000,-4294666.373,144
1755570362607000000,-4294665.366,144
1755570363615000000,-4294664.358,143
1755570364622000000,-4294663.350999756,143
1755570365630000000,-4294662.342999755,143
1755570366638000000,-4294661.334999756,143
1755570367645000000,-4294660.328,143
1755570368653000000,-4294659.32,143
1755570369660000000,-4294658.313,143
1755570370668000000,-4294657.305,143
1755570371676000000,-4294656.297,143
1755570372684000000,-4294655.289,143
1755570373692000000,-4294654.281,143
1755570374699000000,-4294653.274,143
1755570375707000000,-4294652.266,144
1755570376715000000,-4294651.258,144
1755570377722000000,-4294650.251000244,144
1755570378730000000,-4294649.243000244,145
1755570379737000000,-4294648.236,145
1755570380745000000,-4294647.228,146
1755570381753000000,-4294646.22,146
1755570382760000000,-4294645.213,146
1755570383768000000,-4294644.205,146
1755570384775000000,-4294643.198,146
1755570385782000000,-4294642.190999756,147
1755570386790000000,-4294641.182999756,147
1755570387798000000,-4294640.174999756,147
1755570388806000000,-4294639.166999755,146
1755570389813000000,-4294638.16,146
1755570390821000000,-4294637.152,146
1755570391829000000,-4294636.144,146
1755570392837000000,-4294635.136,146
1755570393845000000,-4294634.128,145
1755570394853000000,-4294633.12,145
1755570395860000000,-4294632.113,145
1755570396868000000,-4294631.105,144
1755570397876000000,-4294630.097,144
1755570398884000000,-4294629.089,144
1755570399891000000,-4294628.082,144
1755570400898000000,-4294627.075000244,144
1755570401906000000,-4294626.067000244,144
1755570402913000000,-4294625.06,143
1755570403921000000,-4294624.052,143
1755570404928000000,-4294623.045,143
1755570405936000000,-4294622.037,143
1755570406943000000,-4294621.03,143
1755570407951000000,-4294620.022,144
1755570408959000000,-4294619.014,144
1755570409966000000,-4294618.006999756,144
1755570410974000000,-4294616.998999756,144
1755570411981000000,-4294615.992,144
1755570412988000000,-4294614.985,143
1755570413996000000,-4294613.977,143
1755570415003000000,-4294612.97,143
1755570416011000000,-4294611.962,143
1755570417018000000,-4294610.955000244,143
1755570418026000000,-4294609.947000244,143
1755570419034000000,-4294608.939000244,143
1755570420041000000,-4294607.932,143
1755570421048000000,-4294606.925,143
1755570422056000000,-4294605.917,144
1755570423063000000,-4294604.91,144
1755570424071000000,-4294603.902,144
1755570425079000000,-4294602.894,144
1755570426087000000,-4294601.886,144
1755570427094000000,-4294600.878999756,143
1755570428102000000,-4294599.870999756,143
1755570429110000000,-4294598.862999756,141
1755570430117000000,-4294597.856,142
1755570431125000000,-4294596.848,142
1755570432132000000,-4294595.841,142
1755570433140000000,-4294594.833,142
1755570434148000000,-4294593.825,142
1755570435155000000,-4294592.818,142
1755570436164000000,-4294591.809,141
1755570437172000000,-4294590.801,141
1755570438180000000,-4294589.793,141
1755570439188000000,-4294588.785,141
1755570440195000000,-4294587.778,141
1755570441203000000,-4294586.77,142
1755570442210000000,-4294585.763000244,142
1755570443218000000,-4294584.755000244,143
1755570444226000000,-4294583.747000244,143
1755570445233000000,-4294582.74,143
1755570446241000000,-4294581.732,142
1755570447249000000,-4294580.724,142
1755570448256000000,-4294579.717,142
1755570449264000000,-4294578.709,142
1755570450271000000,-4294577.702,143
1755570451279000000,-4294576.694,143
1755570452286000000,-4294575.686999756,143
1755570453294000000,-4294574.6789997555,143
1755570454301000000,-4294573.672,143
1755570455309000000,-4294572.664,143
1755570456317000000,-4294571.656,143
1755570457325000000,-4294570.648,143
1755570458333000000,-4294569.64,143
1755570459340000000,-4294568.633,142
1755570460348000000,-4294567.625,142
1755570461356000000,-4294566.617,142
1755570462363000000,-4294565.61,142
1755570463371000000,-4294564.602,142
1755570464379000000,-4294563.594,142
1755570465386000000,-4294562.587000244,142
1755570466393000000,-4294561.58,143
1755570467401000000,-4294560.572,143
1755570468409000000,-4294559.564,143
1755570469416000000,-4294558.557,143
1755570470424000000,-4294557.549,143
1755570471432000000,-4294556.541,143
1755570472440000000,-4294555.533,143
1755570473447000000,-4294554.526,143
1755570474454000000,-4294553.518999756,143
1755570475462000000,-4294552.510999756,143
1755570476470000000,-4294551.502999756,143
1755570477477000000,-4294550.496,143
1755570478485000000,-4294549.488,143
1755570479493000000,-4294548.48,143
1755570480501000000,-4294547.472,143
1755570481508000000,-4294546.465,143
1755570482516000000,-4294545.457,144
1755570483523000000,-4294544.45,143
1755570484530000000,-4294543.443000244,144
1755570485538000000,-4294542.4350002445,144
1755570486545000000,-4294541.428,145
1755570487553000000,-4294540.42,145
1755570488561000000,-4294539.412,145
1755570489568000000,-4294538.405,144
1755570490575000000,-4294537.398,144
1755570491583000000,-4294536.39,144
1755570492590000000,-4294535.382999755,144
1755570493598000000,-4294534.374999756,144
1755570494606000000,-4294533.366999756,144
1755570495613000000,-4294532.36,144
1755570496621000000,-4294531.352,143
1755570497629000000,-4294530.344,143
1755570498637000000,-4294529.336,143
1755570499645000000,-4294528.328,142
1755570500653000000,-4294527.32,142
1755570501661000000,-4294526.312,142
1755570502669000000,-4294525.304,141
1755570503676000000,-4294524.297,141
1755570504684000000,-4294523.289,140
1755570505691000000,-4294522.282,139
1755570506699000000,-4294521.274,140
1755570507706000000,-4294520.267000244,139
1755570508714000000,-4294519.259000245,137
1755570509721000000,-4294518.252,137
1755570510729000000,-4294517.244,136
1755570511736000000,-4294516.237,136
1755570512743000000,-4294515.23,136
1755570513751000000,-4294514.222,136
1755570514758000000,-4294513.214999756,136
1755570515765000000,-4294512.208,137
1755570516773000000,-4294511.2,137
1755570517780000000,-4294510.193,138
1755570518789000000,-4294509.184,139
1755570519796000000,-4294508.177,140
1755570520804000000,-4294507.169,140
1755570521811000000,-4294506.162,140
1755570522819000000,-4294505.154,141
1755570523827000000,-4294504.146,141
1755570524835000000,-4294503.138,141
1755570525843000000,-4294502.13,142
1755570526851000000,-4294501.122,142
1755570527859000000,-4294500.114,142
1755570528868000000,-4294499.105,142
1755570529875000000,-4294498.098,142
1755570530884000000,-4294497.089,143
1755570531888000000,-4294496.085,143
1755570532896000000,-4294495.077,143
1755570533904000000,-4294494.069,144
1755570534912000000,-4294493.061,144
1755570535920000000,-4294492.053,144
1755570536927000000,-4294491.046,144
1755570537935000000,-4294490.038,145
1755570538943000000,-4294489.03,145
1755570539951000000,-4294488.022,145
1755570540958000000,-4294487.014999756,145
1755570541966000000,-4294486.006999756,145
1755570542974000000,-4294484.998999756,146
1755570543980000000,-4294483.993,146
1755570544988000000,-4294482.985,145
1755570545995000000,-4294481.978,145
1755570547003000000,-4294480.97,145
1755570548011000000,-4294479.962,144
1755570549018000000,-4294478.955000244,144
1755570550026000000,-4294477.947000244,144
1755570551034000000,-4294476.939000244,143
1755570552042000000,-4294475.931000244,143
1755570553050000000,-4294474.923000244,143
1755570554058000000,-4294473.915000244,143
1755570555065000000,-4294472.908,143
1755570556072000000,-4294471.901,143
1755570557080000000,-4294470.893,143
1755570558088000000,-4294469.885,143
1755570559095000000,-4294468.878,143
1755570560103000000,-4294467.87,143
1755570561111000000,-4294466.862,143
1755570562119000000,-4294465.854,143
1755570563127000000,-4294464.846,143
1755570564134000000,-4294463.838999756,143
1755570565142000000,-4294462.830999756,143
1755570566150000000,-4294461.822999756,143
1755570567158000000,-4294460.8149997555,142
1755570568165000000,-4294459.808,142
1755570569173000000,-4294458.8,142
1755570570181000000,-4294457.792,142
1755570571189000000,-4294456.784,143
1755570572197000000,-4294455.776,144
1755570573204000000,-4294454.769,144
1755570574212000000,-4294453.761,144
1755570575220000000,-4294452.753,144
1755570576228000000,-4294451.745,144
1755570577236000000,-4294450.737,143
1755570578244000000,-4294449.729,143
1755570579252000000,-4294448.721,143
1755570580259000000,-4294447.714,143
1755570581267000000,-4294446.706,143
1755570582275000000,-4294445.698,143
1755570583283000000,-4294444.69,143
1755570584291000000,-4294443.682,142
1755570585299000000,-4294442.674,142
1755570586307000000,-4294441.666,142
1755570587314000000,-4294440.659000244,142
1755570588322000000,-4294439.651000245,142
1755570589330000000,-4294438.643000244,142
1755570590338000000,-4294437.635000244,142
1755570591346000000,-4294436.627000244,143
1755570592353000000,-4294435.62,142
1755570593360000000,-4294434.613,142
1755570594368000000,-4294433.605,142
1755570595375000000,-4294432.598,142
1755570596383000000,-4294431.59,142
1755570597391000000,-4294430.582,142
1755570598399000000,-4294429.574,142
1755570599408000000,-4294428.565,141
1755570600416000000,-4294427.557,141
1755570601424000000,-4294426.549,140
1755570602431000000,-4294425.542,140
1755570603439000000,-4294424.534,140
1755570604447000000,-4294423.526,140
1755570605454000000,-4294422.518999756,141
1755570606462000000,-4294421.510999756,141
1755570607469000000,-4294420.504,142
1755570608476000000,-4294419.497,142
1755570609484000000,-4294418.489,142
1755570610491000000,-4294417.482,141
1755570611499000000,-4294416.474,141
1755570612507000000,-4294415.466,142
1755570613514000000,-4294414.459000244,141
1755570614522000000,-4294413.451000244,141
1755570615530000000,-4294412.443000244,141
1755570616537000000,-4294411.436,141
1755570617545000000,-4294410.428,141
1755570618553000000,-4294409.42,142
1755570619560000000,-4294408.413,142
1755570620568000000,-4294407.405,142
1755570621576000000,-4294406.397,143
1755570622583000000,-4294405.39,143
1755570623591000000,-4294404.382,143
1755570624599000000,-4294403.374,143
1755570625606000000,-4294402.366999756,143
1755570626614000000,-4294401.358999756,142
1755570627621000000,-4294400.352,141
1755570628629000000,-4294399.344,141
1755570629637000000,-4294398.336,140
1755570630645000000,-4294397.328,140
1755570631653000000,-4294396.32,140
1755570632660000000,-4294395.313,140
1755570633668000000,-4294394.305,139
1755570634675000000,-4294393.298,139
1755570635683000000,-4294392.29,139
1755570636690000000,-4294391.283000244,139
