time,seconds_elapsed,relativeAltitude,pressure
1759865028331193300,0.358193359375,0,1022.88671875
1759865028431189500,0.458189453125,0.02114105224609375,1022.884033203125
1759865028531184600,0.5581845703125,0.04227447509765625,1022.8818359375
1759865028631179000,0.658178955078125,-0.195526123046875,1022.91015625
1759865028731172900,0.7581728515625,-0.195526123046875,1022.91015625
1759865028831166200,0.858166259765625,-0.1109771728515625,1022.900146484375
1759865028931159300,0.9581591796875,-0.0475616455078125,1022.892578125
1759865029031151900,1.05815185546875,-0.0475616455078125,1022.892578125
1759865029131144200,1.158144287109375,-0.02642059326171875,1022.889892578125
1759865029231136500,1.258136474609375,-0.35406494140625,1022.929931640625
1759865029331127300,1.358127197265625,-0.35406494140625,1022.929931640625
1759865029431118000,1.4581181640625,-0.23252105712890625,1022.9150390625
1759865029531109600,1.558109619140625,-0.2061004638671875,1022.911865234375
1759865029631101000,1.658100830078125,-0.2061004638671875,1022.911865234375
1759865029731092000,1.758092041015625,-0.221954345703125,1022.913818359375
1759865029831083000,1.8580830078125,-0.06341552734375,1022.894287109375
1759865029931073300,1.9580732421875,-0.06341552734375,1022.894287109375
1759865030031064000,2.05806396484375,-0.158538818359375,1022.906005859375
1759865030131054600,2.1580546875,-0.158538818359375,1022.90576171875
1759865030231045000,2.258045166015625,-0.06341552734375,1022.894775390625
1759865030331035600,2.35803564453125,-0.07398223876953125,1022.895751953125
1759865030431026400,2.4580263671875,0.05812835693359375,1022.879638671875
1759865030531016700,2.5580166015625,0.1479644775390625,1022.868896484375
1759865030631006000,2.658005859375,0.20609283447265625,1022.86181640625
1759865030730995500,2.757995361328125,0.163818359375,1022.8671875
1759865030830984700,2.857984619140625,0.1162567138671875,1022.873046875
1759865030930973400,2.957973388671875,0.068695068359375,1022.878662109375
1759865031030962000,3.0579619140625,0.258941650390625,1022.855712890625
1759865031130950000,3.157949951171875,0.1796722412109375,1022.86474609375
1759865031230937900,3.257937744140625,0.1743927001953125,1022.86572265625
1759865031330926300,3.35792626953125,0.02642059326171875,1022.883544921875
1759865031430914300,3.457914306640625,-0.05284881591796875,1022.89306640625
1759865031530902500,3.557902587890625,0.0369873046875,1022.882080078125
1759865031630890500,3.657890380859375,0.02642059326171875,1022.883544921875
1759865031730878500,3.75787841796875,0.04227447509765625,1022.8818359375
1759865031830866400,3.857866455078125,0.095123291015625,1022.875244140625
1759865031930854400,3.9578544921875,0.163818359375,1022.866943359375
1759865032030842400,4.05784228515625,0.20609283447265625,1022.86181640625
1759865032130830300,4.157830322265625,0.132110595703125,1022.87060546875
1759865032230817800,4.25781787109375,0.19023895263671875,1022.863525390625
1759865032330806300,4.35780615234375,0.21666717529296875,1022.860595703125
1759865032430795000,4.457794921875,0.36463165283203125,1022.842529296875
