time,seconds_elapsed,bearingAccuracy,speedAccuracy,verticalAccuracy,horizontalAccuracy,speed,bearing,altitude,longitude,latitude
1759865028770000000,0.796999755859375,45,1.5,1.4240111112594604,21.95400047302246,0,0,74.5,2.2182844,48.9232911
1759865030528227000,2.55522705078125,180,0.44128021597862244,1.4335023164749146,34.97700119018555,0.24425263702869415,43.57844543457031,74.5,2.2182996,48.9232747
1759865031567055600,3.5940556640625,180,0.30805274844169617,1.4320403337478638,39.31800079345703,0.18370479345321655,327.38037109375,74.5,2.2182737,48.9232686
1759865032568677400,4.595677490234375,180,0.35642051696777344,1.4574055671691895,37.487998962402344,0.6123226284980774,349.2072448730469,74.5,2.218241,48.9232405
1759865033588648700,5.615648681640625,180,0.42107337713241577,1.4663612842559814,32.38999938964844,0.615597128868103,331.9219970703125,74.5,2.2179972,48.9230129
1759865035601388500,7.628388427734375,0,0.1258251667022705,1.5310611724853516,27.06599998474121,0.09299436956644058,0,74.5,2.2180254,48.9230838
1759865036947470000,8.974469970703124,109.38191986083984,0.14947332441806793,1.7253518104553223,22,0.1065145954489708,280.4465026855469,74.5,2.2181614,48.9231789
1759865038001106400,10.0281064453125,105.67302703857422,0.26913753151893616,1.7079452276229858,18.864999771118164,0.1023019477725029,306.7712097167969,74.5,2.2182027,48.9232169
1759865038960991200,10.9879912109375,80.84618377685547,0.41451597213745117,1.7206573486328125,18.281999588012695,0.2361704707145691,281.3211364746094,74.5,2.2182034,48.9232312
1759865040975220000,13.002219970703125,75.55606842041016,0.25752758979797363,1.7772748470306396,15.289999961853027,0.9121420383453369,277.02392578125,74.5,2.2181665,48.9232386
1759865042074398000,14.10139794921875,75.93739318847656,0.23340559005737305,1.7982088327407837,14.928000450134277,0.9562300443649292,281.4159240722656,74.5,2.2181527,48.9232408
1759865043253723100,15.28072314453125,48.861881256103516,0.21939168870449066,1.8593097925186157,15.600000381469727,0.9939782619476318,303.19476318359375,74.5,2.2181496,48.9232541
1759865044373311500,16.4003115234375,20.580156326293945,0.23186637461185455,1.7389280796051025,15.75100040435791,1.0161131620407104,330.6840515136719,74.5,2.2181804,48.9232848
1759865045514207500,17.54120751953125,18.119300842285156,0.27003881335258484,1.7423919439315796,15.08899974822998,0.9997168183326721,332.01971435546875,74.5,2.218205,48.9233227
1759865046555200800,18.58220068359375,18.48585319519043,0.27372434735298157,1.775954008102417,13.741000175476074,0.9854934215545654,329.0394592285156,74.5,2.2182071,48.9233465
1759865047574479000,19.60147900390625,12.5374755859375,0.2740457355976105,1.8126293420791626,12.329999923706055,1.0157521963119507,330.2533264160156,74.5,2.2181933,48.9233656
1759865048752903200,20.779903076171873,10.650769233703613,0.19327187538146973,1.8123383522033691,10.543999671936035,1.0119041204452515,327.0743103027344,74.5,2.2181716,48.923384
1759865049908517600,21.935517578125,12.765115737915039,0.21767280995845795,1.8123821020126343,8.461999893188477,1.0051463842391968,325.3714599609375,74.5,2.2181524,48.9233977
1759865051085319200,23.112319091796873,12.49303913116455,0.21530643105506897,1.8607232570648193,7.388999938964844,0.9967004656791687,326.5794372558594,74.5,2.2181364,48.9234106
1759865052039437600,24.0664375,15.805726051330566,0.16150344908237457,1.8140164613723755,6.7829999923706055,1.006531000137329,331.7509460449219,74.5,2.21813,48.9234236
1759865054063015200,26.09001513671875,12.997918128967285,0.20884712040424347,1.863255262374878,5.505000114440918,0.9964853525161743,345.2518005371094,74.5,2.2181333,48.9234524
1759865055039073500,27.066073486328126,6.658583641052246,0.1604330837726593,1.8098118305206299,5.1579999923706055,0.9833552241325378,350.4774169921875,74.5,2.2181381,48.9234653
1759865056002205200,28.029205078125,6.081674098968506,0.15417344868183136,1.816080927848816,4.638000011444092,1.0202513933181763,354.2161865234375,74.5,2.2181448,48.9234779
1759865058038720500,30.065720458984377,6.176428318023682,0.22069522738456726,1.8450250625610352,3.6649999618530273,1.0042121410369873,352.922607421875,74.5,2.2181456,48.9234914
1759865059941681200,31.96868115234375,6.643099784851074,0.20824363827705383,2.162238121032715,3.2360000610351562,1.058286190032959,353.208984375,75,2.2181453,48.9235058
1759865061107449300,33.13444946289062,6.9694085121154785,0.2205849438905716,2.2057547569274902,3.124000072479248,1.0402724742889404,349.9332580566406,75,2.2181448,48.9235155
1759865064079000600,36.10600048828125,9.951157569885254,0.21281011402606964,2.2746286392211914,3.88100004196167,1.0520603656768799,348.8389587402344,75,2.2181393,48.9235447
1759865066005927000,38.03292700195313,9.941242218017578,0.1521645337343216,2.314075231552124,4.267000198364258,1.091094732284546,346.4647216796875,75,2.2181405,48.9235818
1759865067869066800,39.89606665039062,12.22972583770752,0.2014746367931366,2.2712271213531494,4.355999946594238,1.0169497728347778,344.8635559082031,74.69999694824219,2.2181369,48.9236111
1759865069042824000,41.06982397460938,12.183427810668945,0.2159237563610077,2.507751703262329,4.301000118255615,0.9713411927223206,355.9364929199219,74.69999694824219,2.2181376,48.9236273
1759865070003027200,42.03002709960938,9.744415283203125,0.12356726080179214,2.4028077125549316,4.224999904632568,1.0616357326507568,359.5052490234375,74.69999694824219,2.2181399,48.9236451
1759865071079166500,43.10616650390625,9.942815780639648,0.1426372230052948,2.353468656539917,4.170000076293945,0.9971043467521667,0.6523433327674866,74.69999694824219,2.2181414,48.9236582
1759865073001450500,45.028450439453124,9.411099433898926,0.15842638909816742,2.416350841522217,3.994999885559082,1.125073790550232,358.2409362792969,74.69999694824219,2.218139,48.9236835
1759865074945326300,46.972326416015626,9.779220581054688,0.17125949263572693,1.98445725440979,3.7690000534057617,1.1079736948013306,343.5047607421875,74.5999984741211,2.2181356,48.9237062
1759865076902580700,48.929580810546874,11.813288688659668,0.2206275463104248,2.3072891235351562,3.5280001163482666,1.1860774755477905,308.37774658203125,74.5999984741211,2.2181019,48.9237256
1759865078863942400,50.8909423828125,11.670015335083008,0.21521660685539246,2.3490068912506104,3.6740000247955322,1.3479045629501343,268.388427734375,74.5999984741211,2.2180438,48.9237326
1759865080763244300,52.79024438476562,11.744124412536621,0.267791748046875,2.2964186668395996,3.9660000801086426,1.421341061592102,166.9249267578125,74.5999984741211,2.218,48.9237149
1759865081944530200,53.9715302734375,9.926427841186523,0.2668043375015259,2.3946073055267334,4.136000156402588,1.538627028465271,111.0936279296875,74.5999984741211,2.2180124,48.9236984
1759865083033749200,55.060749267578124,9.466019630432129,0.1775388866662979,2.133507013320923,4.171999931335449,1.5810483694076538,49.922271728515625,74.5999984741211,2.2180333,48.9237002
1759865085003062000,57.03006201171875,12.00660228729248,0.25615403056144714,2.2870357036590576,4.020999908447266,1.529685378074646,3.053846597671509,74.5999984741211,2.2180463,48.9237322
1759865087097025300,59.124025390625,10.30306339263916,0.2608656585216522,2.4320244789123535,3.989000082015991,1.544588565826416,354.7155456542969,74.5999984741211,2.2180456,48.9237728
1759865088056909000,60.08390893554687,9.544818878173828,0.2508954107761383,2.4385931491851807,3.880000114440918,1.528537392616272,353.3076171875,74.5999984741211,2.2180415,48.9237999
1759865089023460600,61.050460693359376,9.66614055633545,0.20682968199253082,2.43735408782959,3.756999969482422,1.5983765125274658,350.02947998046875,74.5999984741211,2.2180379,48.9238177
1759865090942294500,62.96929443359375,10.087654113769531,0.19954092800617218,2.3972175121307373,3.368000030517578,1.4647538661956787,342.0985107421875,74.5999984741211,2.2180278,48.9238427
1759865092057439000,64.08443896484376,12.27534008026123,0.2387191653251648,2.238670825958252,3.1540000438690186,1.4248158931732178,333.44232177734375,74.5999984741211,2.2180201,48.9238529
1759865094097197600,66.12419750976562,11.676515579223633,0.19587911665439606,2.481193780899048,3.005000114440918,1.3041033744812012,330.5295104980469,74.5999984741211,2.2179999,48.9238677
1759865095057086700,67.08408666992187,12.094012260437012,0.17405612766742706,2.370753288269043,3.005000114440918,1.2448480129241943,335.5770568847656,74.5999984741211,2.2179951,48.9238743
1759865096025310200,68.05231030273437,10.115323066711426,0.18105871975421906,2.304520606994629,3,1.2788522243499756,345.18194580078125,74.5999984741211,2.2179897,48.9238808
1759865097096838000,69.123837890625,12.662551879882812,0.21796070039272308,2.4577059745788574,3.003000020980835,1.2192513942718506,344.60296630859375,74.5999984741211,2.2179839,48.9238915
1759865099122355500,71.14935546875,10.133513450622559,0.20953863859176636,2.314681053161621,3.003000020980835,1.1988418102264404,347.3841857910156,74.5999984741211,2.21797,48.9239128
1759865101100375600,73.12737548828125,9.477154731750488,0.2236834168434143,2.2725260257720947,3.003000020980835,1.2188304662704468,350.12884521484375,74.5999984741211,2.217957,48.9239352
