version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation
3,SM-G977N,1759865027973,2025-10-07_19-23-47,Europe/Paris,android,1.46.0,58f298e3-8b6a-411c-b3e7-24ae68add575,Accelerometer|Gravity|Gyroscope|Orientation|Magnetometer|Compass|Barometer|Location|Heart Rate|Watch Location|Watch Barometer|Watch Magnetometer|Annotation|TotalAcceleration|MagnetometerUncalibrated|GyroscopeUncalibrated|AccelerometerUncalibrated|Watch Orientation|Watch Accelerometer|Watch Gravity|Watch Gyroscope|Watch TotalAcceleration,10|10|10|10|10|10|0|1000|10|10|10|10||10|10|10|10|10|10|10|10|10,false
