time,seconds_elapsed,magneticBearing
1759865028348981200,0.375981201171875,192.16746792919065
1759865028368979200,0.395979248046875,191.1018875737514
1759865028408982500,0.435982421875,192.15836596311615
1759865028418984700,0.445984619140625,192.50342111541204
1759865028428986400,0.455986328125,192.02668958079974
1759865028438987800,0.46598779296875,191.7064369506251
1759865028448988700,0.47598876953125,193.65041948576564
1759865028458989600,0.485989501953125,191.79050088146707
1759865028468990700,0.49599072265625,191.75667461036284
1759865028478989300,0.5059892578125,190.38402019249511
1759865028488988000,0.51598779296875,188.25943811522578
1759865028498988000,0.525988037109375,189.246112730569
1759865028508988200,0.53598828125,187.76516607615173
1759865028518988300,0.54598828125,186.84277336133013
1759865028528988200,0.55598828125,187.40372890638673
1759865028538988000,0.565988037109375,183.9767310722685
1759865028548988000,0.57598779296875,185.58724359118835
1759865028558987800,0.58598779296875,185.33631996111336
1759865028568987400,0.5959873046875,181.90915231718049
1759865028578987000,0.605987060546875,182.51687558319344
1759865028588986400,0.615986328125,179.68169340128458
1759865028598985000,0.62598486328125,180
1759865028608984600,0.635984619140625,181.80873930516583
1759865028618984000,0.64598388671875,182.4761127459168
1759865028628983600,0.655983642578125,182.13236842047223
1759865028638983000,0.66598291015625,179.3772443245606
1759865028648982000,0.67598193359375,176.97130164252528
1759865028658981400,0.6859814453125,175.6236494573237
1759865028668980200,0.695980224609375,176.3358156187343
1759865028678979300,0.705979248046875,178.37885406863083
1759865028688978400,0.715978515625,179.46949869674455
1759865028748970800,0.775970703125,180.51616423005353
1759865028758969600,0.785969482421875,180.2604335657554
1759865028768968200,0.79596826171875,179.73226467046374
1759865028778967600,0.805967529296875,176.80541057785229
1759865028788967000,0.815966796875,175.72415903321385
1759865028798965800,0.8259658203125,175.27986337348474
1759865028808964600,0.835964599609375,176.94711761637888
1759865028818963200,0.845963134765625,178.48592669179612
1759865028828962000,0.855962158203125,178.49256423466008
1759865028848959500,0.87595947265625,179.00796443161212
1759865028858958300,0.885958251953125,180.2469630305527
1759865028868957000,0.89595703125,180
1759865028878955500,0.90595556640625,180.94305521632978
1759865028888954600,0.91595458984375,180
1759865028898954200,0.925954345703125,179.5416435522442
1759865028908952800,0.935952880859375,180.6902771875388
1759865028918951000,0.945950927734375,180.67936475524297
1759865028928949500,0.955949462890625,182.25457486551593
1759865028938948400,0.9659482421875,182.24574254404544
1759865028948947500,0.975947509765625,183.08218084131917
1759865028958946300,0.9859462890625,183.91527826818796
1759865028968945200,0.995945068359375,183.1798302599707
1759865028978944500,1.005944580078125,182.9573004814424
1759865028988942600,1.015942626953125,182.79794336335462
1759865028998941400,1.02594140625,182.21109385093274
1759865029008940000,1.03593994140625,182.66300073023086
1759865029018938400,1.0459384765625,182.47005129421345
1759865029028938000,1.05593798828125,182.87343839941482
1759865029038936600,1.0659365234375,181.6908972013899
1759865029048935400,1.075935302734375,182.1210964200525
1759865029058934300,1.085934326171875,183.28218449141534
1759865029068932900,1.095932861328125,183.28218449141534
1759865029078931700,1.105931640625,183.63935198636267
1759865029088930600,1.1159306640625,182.82215537584173
1759865029098929200,1.12592919921875,183.62657173889608
1759865029108928000,1.135927978515625,182.80245145738945
1759865029118926600,1.145926513671875,183.57633437499734
1759865029128925400,1.155925537109375,184.3827141731493
1759865029138924000,1.165924072265625,183.75855529897146
1759865029148923000,1.1759228515625,185.440332109717
1759865029158921700,1.185921630859375,185.1203556126767
1759865029168920300,1.19592041015625,185.1944289077348
1759865029178919200,1.205919189453125,184.89909246531903
1759865029188918000,1.21591796875,184.33543033071328
1759865029198916900,1.225916748046875,185.56720072446777
1759865029208915700,1.235915771484375,186.0939045586368
1759865029218915300,1.245915283203125,188.01123207221988
1759865029228914200,1.2559140625,186.45492066798258
1759865029238913000,1.2659130859375,185.97670279676126
1759865029248912000,1.275911865234375,185.7927965009488
1759865029258910700,1.28591064453125,184.2438523558863
1759865029268910000,1.29591015625,185.30510965227703
1759865029278909000,1.305908935546875,184.41407819746357
1759865029288908300,1.315908203125,183.81407470173738
1759865029298907100,1.3259072265625,181.8024191267764
1759865029308906000,1.335906005859375,183.3093363285679
1759865029318904800,1.34590478515625,183.55173318222646
1759865029338901200,1.3659013671875,184.79679880376185
1759865029368897000,1.39589697265625,185.84608953218296
1759865029388894700,1.415894775390625,184.4608480137926
1759865029408891600,1.4358916015625,184.4608480137926
1759865029418890000,1.445889892578125,184.38343864743442
1759865029438886400,1.465886474609375,185.6904046090066
1759865029448885200,1.47588525390625,184.38343864743442
1759865029458884000,1.485884033203125,185.5721978518788
1759865029468883000,1.495883056640625,184.927110055137
1759865029478881800,1.5058818359375,183.74850408139602
1759865029488880600,1.515880615234375,184.04245057460707
1759865029498879500,1.52587939453125,183.8819770149162
1759865029508878300,1.53587841796875,184.08561672218985
1759865029518877200,1.545877197265625,184.2438523558863
1759865029528875800,1.555875732421875,182.75437428894924
1759865029538874600,1.56587451171875,181.5747451131039
1759865029548873200,1.575873291015625,181.98863787840682
1759865029558872000,1.5858720703125,181.99556127636762
1759865029568870700,1.59587060546875,183.6782386294481
1759865029578869500,1.605869384765625,183.71796407966508
1759865029588867600,1.61586767578125,181.86767876777972
1759865029598865700,1.62586572265625,183.96671502522707
1759865029608864300,1.6358642578125,184.3198940423406
1759865029618863000,1.645863037109375,184.6300466631912
1759865029628862500,1.655862548828125,185.81009933061995
1759865029638861800,1.66586181640625,184.87690630770655
1759865029648861400,1.675861328125,185.2118811186789
1759865029658860300,1.6858603515625,185.6144274903075
1759865029668859000,1.69585888671875,185.47736841661464
1759865029678857700,1.705857666015625,185.35582543467706
1759865029688856600,1.715856689453125,185.2491874699931
1759865029698855200,1.725855224609375,185.10216548284015
1759865029708854000,1.73585400390625,186.00900566640578
1759865029718853400,1.745853271484375,184.52476816250945
1759865029728853000,1.75585302734375,183.28218449141534
1759865029738852000,1.76585205078125,183.43766502069047
1759865029748851000,1.775850830078125,182.81226877472048
1759865029758849500,1.785849609375,184.56601433668285
1759865029768848400,1.795848388671875,185.55297125057263
1759865029778847200,1.80584716796875,184.6958963913817
1759865029788845800,1.815845703125,184.60728610383663
1759865029798844700,1.8258447265625,183.86820428659726
1759865029808843500,1.835843505859375,183.86820428659726
1759865029818842000,1.845842041015625,185.10216548284015
1759865029828841000,1.855841064453125,184.76364182157272
1759865029838839800,1.86583984375,183.08850385151834
1759865029848838400,1.87583837890625,182.89335370503667
1759865029858836500,1.88583642578125,181.23640752703386
1759865029868835300,1.89583544921875,181.88818797012283
1759865029878834000,1.905833984375,184.33543033071328
1759865029888833300,1.915833251953125,183.7449269097437
1759865029898833000,1.9258330078125,186.10803826607793
1759865029908831500,1.93583154296875,186.52576443064058
1759865029918830300,1.945830322265625,186.17588645946
1759865029928829000,1.955828857421875,185.15712730286305
1759865029938827500,1.96582763671875,183.25887448380587
1759865029948826000,1.975826171875,184.08561672218985
1759865029958825000,1.985824951171875,183.0447783499833
1759865029968823600,1.995823486328125,184.9341640393744
1759865029978822400,2.005822509765625,186.2732835288853
1759865029988821000,2.015821044921875,184.55028108213384
1759865029998820400,2.0258203125,184.53465614966947
1759865030008819200,2.035819091796875,182.411029589222
1759865030018818000,2.045818115234375,182.37769753720102
1759865030028816600,2.055816650390625,181.60788029814364
1759865030038815500,2.0658154296875,182.639426029346
