time,seconds_elapsed,bearingAccuracy,speedAccuracy,verticalAccuracy,horizontalAccuracy,speed,bearing,altitude,longitude,latitude
1759866087705000000,1.364,45,1.5,0.5833306908607483,18.465999603271484,0,0,75.5,2.2130717,48.9262204
1759866089445510400,3.104510498046875,180,0.36787647008895874,0.5877528190612793,15.232999801635742,1.478713870048523,164.94725036621094,75.5,2.2131962,48.9262328
1759866090440755200,4.099755126953125,180,0.42267554998397827,0.6011444926261902,14.154999732971191,1.5217703580856323,180.3435516357422,75.5,2.2131502,48.9262241
1759866091438464000,5.097464111328125,180,0.38003435730934143,0.6112009882926941,13.616000175476074,0.9272961020469666,159.73687744140625,75.5,2.2131493,48.9262214
1759866092443940900,6.10294091796875,45,0.21824146807193756,0.6188843250274658,13.293000221252441,0.8857060670852661,158.81954956054688,75.5,2.213153,48.9262371
1759866093438269000,7.09726904296875,45,20,0.6283618211746216,11.199999809265137,0.7852482795715332,157.08837890625,75.5,2.2131519,48.9262563
1759866095431150800,9.09015087890625,93.74171447753906,0.325479120016098,0.6167930960655212,13.602999687194824,1.2273845672607422,156.80679321289062,75.4000015258789,2.2131512,48.9262482
1759866097331792600,10.990792724609374,52.46078872680664,0.23523658514022827,0.6329617500305176,11.765999794006348,1.3237531185150146,130.10348510742188,75.4000015258789,2.2131887,48.9262403
1759866098392214500,12.051214599609375,31.978059768676758,0.2297264188528061,0.6532251238822937,10.890999794006348,1.2678630352020264,135.35145568847656,75.4000015258789,2.2132042,48.9262308
1759866100471138600,14.130138671875,15.051403045654297,0.24610596895217896,0.6714085340499878,7.99399995803833,1.1595090627670288,145.16033935546875,75.4000015258789,2.2132272,48.9262141
1759866101457820400,15.1168203125,12.0108003616333,0.2715979516506195,0.671496570110321,7.328999996185303,1.1535694599151611,141.7181396484375,75.4000015258789,2.2132396,48.926205
1759866102529992400,16.188992431640624,6.642002582550049,0.25037863850593567,0.5982047915458679,6.578999996185303,1.1517932415008545,136.92123413085938,75,2.2132582,48.9261834
1759866103571846400,17.230846435546876,6.449275493621826,0.2690061330795288,0.5963382720947266,5.995999813079834,1.1727569103240967,142.22872924804688,75,2.2132712,48.9261761
1759866104638258700,18.2972587890625,6.006475925445557,0.1796673834323883,0.6013479828834534,5.434999942779541,1.2115918397903442,136.51364135742188,75,2.2132835,48.9261697
