time,seconds_elapsed,relativeAltitude,pressure
1759866475708710100,389.36771020507814,-2.0821151733398438,1022.95751953125
1759866475808698000,389.4676979980469,-2.1719512939453125,1022.968505859375
1759866475908686300,389.5676862792969,-2.1032562255859375,1022.96044921875
1759866476008674600,389.66767456054686,-1.89715576171875,1022.93505859375
1759866476108662500,389.7676625976562,-1.8495941162109375,1022.929931640625
1759866476208650800,389.86765063476565,-1.9711380004882812,1022.944091796875
1759866476308639000,389.96763891601563,-1.9077224731445312,1022.936767578125
1759866476408627200,390.0676271972656,-1.9394302368164062,1022.940673828125
1759866476507361300,390.166361328125,-1.9394302368164062,1022.9404296875
1759866476607349500,390.266349609375,-1.99755859375,1022.94775390625
1759866476707337700,390.3663376464844,-1.99755859375,1022.94775390625
1759866476807326000,390.4663259277344,-2.1455307006835938,1022.965576171875
1759866476907314200,390.56631420898435,-1.8231735229492188,1022.9267578125
1759866477007302100,390.6663022460938,-1.8231735229492188,1022.9267578125
1759866477107289900,390.7662897949219,-1.765045166015625,1022.91943359375
1759866477207277800,390.86627783203124,-2.0715484619140625,1022.956298828125
1759866477307266000,390.9662661132812,-2.0715484619140625,1022.956298828125
1759866477407254300,391.06625415039065,-1.8495941162109375,1022.929931640625
1759866477507242500,391.1662424316406,-2.06097412109375,1022.955078125
1759866477607230700,391.2662307128906,-2.06097412109375,1022.955078125
1759866477707219200,391.36621923828125,-1.9235763549804688,1022.9384765625
1759866477807207400,391.4662075195312,-1.802032470703125,1022.923583984375
1759866477907195600,391.56619555664065,-1.802032470703125,1022.923583984375
1759866478007183600,391.66618359375,-2.0186996459960938,1022.9501953125
1759866478107171600,391.7661716308594,-2.1983718872070312,1022.9716796875
1759866478207159600,391.86615966796876,-2.119110107421875,1022.962158203125
1759866478307147500,391.9661474609375,-2.119110107421875,1022.96240234375
1759866478407135500,392.0661354980469,-1.9341506958007812,1022.93994140625
1759866478507123500,392.16612353515626,-1.9235763549804688,1022.9384765625
1759866478607111400,392.266111328125,-1.8865890502929688,1022.933837890625
1759866478707099400,392.3660993652344,-1.765045166015625,1022.919677734375
1759866478807086800,392.4660869140625,-1.9500045776367188,1022.941650390625
1759866478907074800,392.56607470703125,-2.0504074096679688,1022.953857421875
1759866479007062800,392.6660627441406,-1.9711380004882812,1022.944091796875
1759866479107050800,392.76605078125,-2.0134124755859375,1022.94921875
1759866479207038500,392.86603857421875,-2.0134124755859375,1022.94921875
1759866479307026400,392.9660263671875,-1.99755859375,1022.947265625
1759866479407014700,393.0660146484375,-1.8178863525390625,1022.925537109375
1759866479507003000,393.1660029296875,-1.865447998046875,1022.931884765625
1759866479606991000,393.2659912109375,-2.0821151733398438,1022.957763671875
1759866479706979300,393.36597924804687,-2.0504074096679688,1022.9541015625
1759866479806967800,393.4659677734375,-2.0134124755859375,1022.94921875
1759866479906956000,393.5659560546875,-1.7491912841796875,1022.917236328125
1759866480006944300,393.6659443359375,-1.8178863525390625,1022.926025390625
1759866480106932500,393.7659323730469,-1.9394302368164062,1022.9404296875
1759866480206920700,393.8659206542969,-1.9817123413085938,1022.94580078125
