seconds_elapsed,x,y,z
10.5254287109375,-0.1975318477563329,1.0597927391898905,1.6074775716077898
10.535427490234374,-0.1952723901316621,1.1224119946304314,1.2762161935431262
10.545426513671876,-0.2504308192405274,1.3592905118918441,0.7523234652065938
10.55542529296875,-0.12259229599483785,1.7004041058519204,0.11923854867631256
10.565424072265625,-0.044791850458821406,2.2178290131024365,-0.5691864966386575
10.575423095703124,-0.24738037486720896,2.601115970166975,-1.1662822120100174
10.585422119140626,-0.41296065200018617,2.687096701942017,-1.4873770403451712
10.5954208984375,-0.2808169800990895,2.5843528051167888,-1.2279749307297614
10.605419921875,-0.14578124077652924,2.497537475064979,-0.9735620962885108
10.615419189453124,0.2844754274186853,2.1027362246598496,-0.4358259589329272
10.625418212890626,0.7604460634360083,1.3012526818563903,0.1499286140503049
10.635417236328124,1.1674141858420677,0.43693364029923343,0.8042291116316047
10.64541650390625,1.3166978731617278,-0.3477590400677939,1.6751128203128758
10.65541552734375,1.204378004090992,-0.9209208825903972,2.4536535077633967
10.66541455078125,1.0608998930627638,-1.1097560779475684,2.8098358993173207
10.675413818359376,0.9570849633535017,-0.8462358642585552,2.568852325833113
10.685412841796875,0.8615768250671527,-0.29526556849284535,1.7341773039068453
10.695411865234377,0.6097280818757653,0.18355136499009106,0.7080278396564488
10.705410400390624,0.4733627800123925,0.5322926166892343,-0.12060204623288406
10.715408447265624,0.27375013514257107,0.8722128752256495,-1.01685250890041
10.72540673828125,0.02302292240600634,1.0632963625999916,-1.7022914329977183
10.73540478515625,-0.176698051708764,1.200449940586835,-2.1420997944575983
10.745404052734376,-0.36209382417581726,1.2710303172988286,-2.420547534147598
10.7554033203125,-0.47801169057315407,1.3586531031608104,-2.602203068014651
10.76540185546875,-0.5298126726234369,1.4050819526939717,-2.78019747659496
10.77540087890625,-0.46838479848072745,1.3947254184984592,-2.946985971688296
10.785400146484376,-0.45565591121659615,1.2908968200317634,-3.1718105337811195
10.795399169921875,-0.4258599548865057,1.1529675219554858,-3.088277652350744
10.80539794921875,-0.260175086926348,0.9899833771115816,-2.890199489198528
10.815397216796876,-0.0426534734681924,0.8312915043182478,-2.7015538974109354
10.825396240234374,0.15400581563189547,0.7585272629344475,-2.627042668452148
10.835395263671876,0.24539810897188935,0.70093175065383,-2.6950040552885746
10.84539453125,0.15729663214397094,0.6513040820309932,-2.8719204354740437
10.855393310546877,-0.04800436948985509,0.6620906864390408,-3.091384815485249
10.86539208984375,-0.3291826114433286,0.6480292118895812,-3.2538256516887323
10.875390869140626,-0.6652329455499533,0.6263441538504395,-3.1733920410735283
10.885389892578123,-0.6481954764307694,0.6851722090714909,-2.9033534272640242
10.89538818359375,-0.38857213476726576,0.7002761522319778,-2.4748796679855065
10.90538671875,-0.026645220478963172,0.8159004855201486,-1.9184959880274617
10.915385498046875,0.27994955415733525,1.1164109557593704,-1.5297885506339455
10.925384521484377,0.5057838316598375,1.4395121054020872,-1.3362365431870042
10.935383056640624,0.8110537144870402,1.8765280578069334,-1.243913240582975
10.9453818359375,1.145008046687989,2.1503142980288583,-1.3296929568302112
10.95538037109375,1.1929002754181977,2.4126327481398833,-1.2785351508676364
10.96537939453125,1.0934976341576093,2.5963239428091915,-1.0153694815834076
10.9753779296875,0.9931696588373133,2.729467894930493,-0.5101148146081762
10.985376708984376,0.9002272094627612,2.948563068938574,0.19422953201668314
10.995375732421875,0.9548197032205927,3.16490569265576,0.9381227899188982
11.005375,1.06768626970966,3.303657198075765,1.638712401846428
11.01537451171875,1.0586275130940623,3.305567234614457,2.18156803116365
11.025374267578124,0.9995830498246467,3.1775663687999125,2.688843796655803
11.035373779296876,0.9431807672134436,2.9051270465911663,3.263519164460371
11.045372314453124,0.9718304284508769,2.742079616691468,3.791220601615999
11.05537109375,1.1142078440922414,2.6735753412339496,4.086421042088919
11.06537060546875,1.3882821769881875,2.6901222589209755,3.7288396976328873
11.075369140625,1.3416615334259463,2.4374221288364324,3.075123090942185
11.0853681640625,1.1389974013924866,1.8926793717414196,2.6076169952619477
11.09536669921875,0.7442143015671743,1.4371026500636321,2.483017817491289
11.105365478515624,0.13573390646102437,1.1609580133544375,2.7009541403778616
11.1153642578125,-0.23210573145492117,1.1374687334699702,3.0253343372851855
11.125363037109375,-0.2258987683478501,0.989200360571346,2.8809052156268287
11.13536181640625,-0.08265181999917176,1.0302110968148153,2.233049269406301
11.145360595703124,-0.041744269502916986,1.1693934142215783,1.0621946728927885
11.155359130859376,-0.118894053986212,1.2208893742011977,-0.03520557983313033
11.165358154296875,-0.2814751907733159,1.035785881700003,-0.8894179035211636
11.17535693359375,-0.33648464781339704,0.6663518059817166,-1.3685233807030723
11.18535546875,-0.3971489446161192,0.2340369922071539,-1.5002765491535222
11.195355224609376,-0.4218969319431153,-0.13953470063837292,-1.2662207050708485
11.205353759765623,-0.3199675609859104,-0.3818995258558897,-0.8214310659970909
11.2153525390625,-0.2287052149239165,-0.5519945063941831,-0.5207069991247852
11.22535107421875,-0.08931857258171494,-0.7189661382220969,-0.5128245874888471
11.23535009765625,0.09163270024380249,-0.8103854301645943,-0.751167396039131
11.245348876953123,0.272512357136686,-0.7921268798244452,-0.984019606021068
11.255347412109376,0.4076126942606704,-0.7035764953689432,-1.249522543819662
11.26534619140625,0.48405802334780784,-0.5048922999225978,-1.5474239324143841
11.275344970703124,0.3704535685067293,-0.28435457120274155,-1.997439103136772
11.28534375,0.29388726264865855,-0.040374557755331164,-2.4753979863966133
11.295342529296876,0.24713524274468507,0.1338267763023735,-2.843054610461545
11.305341064453126,0.21708284263695654,0.276791783539474,-3.086749835001072
11.31533984375,0.1639776317375633,0.4063014738310784,-3.1350017089913074
11.325338623046877,0.05160229027991908,0.5722098999057068,-3.0093380619436125
11.33533740234375,-0.11155090676219404,0.7683047108637466,-2.841094622162796
11.345336181640626,-0.2916297061773351,0.8946448225147376,-2.809339263428326
11.355334716796875,-0.4213910115413747,1.0480500470198835,-2.817930589886574
11.36533349609375,-0.5060073674631755,1.1354371924527156,-2.835810135891032
11.37533203125,-0.6026231087686821,1.2247823972605483,-2.8393237698831317
11.3853310546875,-0.6200001087399234,1.2647859120977096,-2.8647900123594976
11.395329833984375,-0.5873468778005291,1.2521819167498034,-2.7617791534736416
11.405328369140625,-0.5600594335527097,1.2167951455511177,-2.588035555030471
11.4153271484375,-0.7223657638689919,1.1686467329465593,-2.3269143385736246
11.425326171875,-0.91546708093149,1.1573247028177334,-1.8609141504946933
11.43532470703125,-0.9626219449647869,1.138351910942621,-1.433804906653675
11.445323486328125,-0.9632604547293442,1.0739064827632063,-1.0617362142118107
11.455322265625,-0.9448265384210407,1.0601846902248822,-0.6914416371845071
11.465321044921875,-0.9227295040008614,1.17143764413821,-0.4060427537257141
11.47531982421875,-0.8975774093301774,1.3575755839900174,-0.21451705581018743
11.485318359375,-0.8913751317589829,1.4171179500998625,-0.08325322420545689
